zipcode,state,income,cbsa_income,state_income,latitude,longitude
44272,OH,89131,82433,79470,41.09,-81.18
44273,OH,84107,82683,79470,41.02,-81.86
44274,OH,67245,82683,79470,41.1,-81.73
44275,OH,90156,82683,79470,41.09,-82.12
44276,OH,84063,77156,79470,40.94,-81.85
44278,OH,93305,82433,79470,41.1,-81.42
44280,OH,114756,82683,79470,41.23,-81.92
44281,OH,96534,82683,79470,41.02,-81.73
44282,OH,1000000,82683,79470,41.02,-81.73
44285,OH,60893,82433,79470,41.16,-81.07
44286,OH,141831,82433,79470,41.23,-81.63
44287,OH,82031,82683,79470,40.96,-82.1
44288,OH,61458,82433,79470,41.24,-81.08
44301,OH,47885,82433,79470,41.04,-81.52
44302,OH,59263,82433,79470,41.09,-81.54
44303,OH,90891,82433,79470,41.1,-81.54
44304,OH,33481,82433,79470,41.08,-81.51
44305,OH,51291,82433,79470,41.08,-81.46
44306,OH,41329,82433,79470,41.04,-81.48
44307,OH,34826,82433,79470,41.07,-81.55
44308,OH,1000000,82433,79470,41.08,-81.52
44309,OH,1000000,82433,79470,41.08,-81.52
44310,OH,42392,82433,79470,41.11,-81.49
44311,OH,23143,82433,79470,41.06,-81.52
44312,OH,78017,82433,79470,41.01,-81.44
44313,OH,80950,82433,79470,41.13,-81.57
44314,OH,48039,82433,79470,41.04,-81.56
44315,OH,1000000,82433,79470,41.08,-81.52
44316,OH,1000000,82433,79470,41.08,-81.52
44317,OH,1000000,82433,79470,41.08,-81.52
44319,OH,87902,82433,79470,40.98,-81.53
44320,OH,44656,82433,79470,41.07,-81.58
44321,OH,122974,82683,79470,41.09,-81.65
44325,OH,1000000,82433,79470,41.08,-81.52
44326,OH,1000000,82433,79470,41.08,-81.52
44328,OH,1000000,82433,79470,41.08,-81.52
44333,OH,121838,82683,79470,41.16,-81.63
44334,OH,1000000,82433,79470,41.08,-81.52
44372,OH,1000000,null,79470,41.08,-81.52
44396,OH,1000000,82433,79470,41.08,-81.52
44398,OH,1000000,null,79470,41.08,-81.52
44401,OH,72946,67467,79470,41.02,-80.93
44402,OH,77368,67467,79470,41.38,-80.87
44403,OH,69265,67467,79470,41.26,-80.57
44404,OH,68646,67467,79470,41.33,-80.54
44405,OH,45000,67467,79470,41.07,-80.59
44406,OH,103326,67467,79470,41.02,-80.76
44408,OH,86838,69266,79470,40.88,-80.68
44410,OH,77965,67467,79470,41.33,-80.72
44411,OH,82813,82433,79470,41.03,-81.05
44412,OH,95179,82433,79470,41.09,-81.04
44413,OH,56538,69266,79470,40.83,-80.54
