st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
TX,ABERNATHY H S,480741000008,ABERNATHY ISD,4807410,ABERNATHY,79311,ABERNATHY,79311,Yes under Community Eligibility Option (CEO),225,,111
TX,ABERNATHY MIDDLE,480741000009,ABERNATHY ISD,4807410,ABERNATHY,79311,ABERNATHY,79311,Yes under Community Eligibility Option (CEO),170,,80
TX,ABILENE H S,480744000010,ABILENE ISD,4807440,ABILENE,79603,ABILENE,79603,Yes under Community Eligibility Option (CEO),1903,,1273
SC,Abner Creek Academy,450360001503,Spartanburg 05,4503600,Duncan,29334,Duncan,29334,Yes participating without using any Provision or the CEO,760,309,408
TX,ABOUT FACE JJAEP,481830012491,EL PASO ISD,4818300,EL PASO,79902,EL PASO,79902,,,,
TX,ABOUT FACE PROGRAM EL,481830010643,EL PASO ISD,4818300,EL PASO,79904,EL PASO,79904,Yes under Community Eligibility Option (CEO),5,,
TN,Abraham Lincoln Elementary School,470219000710,Kingsport,4702190,Kingsport,37664,Kingsport,37664,Yes under Community Eligibility Option (CEO),417,177,
TX,ACADEMIC BEHAVIOR SCHOOL EAST,480026110705,HARRIS COUNTY DEPT OF ED,4800261,HOUSTON,77012,HOUSTON,77012,,,,
TX,ACADEMIC BEHAVIOR SCHOOL WEST,480026110706,HARRIS COUNTY DEPT OF ED,4800261,HOUSTON,77063,HOUSTON,77063,,,,
TX,ACADEMIC COUNSELING AND TRANSITION ACADEMY,481359023017,CHANNELVIEW ISD,4813590,CHANNELVIEW,77573,CHANNELVIEW,77573,Yes under Community Eligibility Option (CEO),18,,17
SC,Academic Magnet High,450144000168,Charleston 01,4501440,North Charleston,29405,North Charleston,29405,Yes participating without using any Provision or the CEO,718,83,94
TX,ACADEMY AT CARRIE F THOMAS,481023000486,BIRDVILLE ISD,4810230,NORTH RICHLAND HILLS,76180,NORTH RICHLAND HILLS,76180,Yes under Provision 2,552,,468
TX,ACADEMY AT NOLA DUNN,481218008856,BURLESON ISD,4812180,BURLESON,76028,BURLESON,76028,Yes participating without using any Provision or the CEO,654,,114
TX,ACADEMY EARLY CHILDHOOD CENTER,480747013381,ACADEMY ISD,4807470,LITTLE RIVER,76554,LITTLE RIVER,76554,Yes under Provision 2,172,,78
TX,ACADEMY EL,480747000039,ACADEMY ISD,4807470,LITTLE RIVER,76554,LITTLE RIVER,76554,Yes under Provision 2,702,,289
SC,Academy For Arts/Science/Technology,450249000647,Horry 01,4502490,Myrtle Beach,29579,Myrtle Beach,29579,Yes participating without using any Provision or the CEO,0,,
SC,Academy for Careers and Technology,450390800767,Marion 10,4503908,Mullins,29574,Mullins,29574,Yes participating without using any Provision or the CEO,0,,
UT,Academy for Math Engineering & Science,490001700904,Academy for Math Engineering & Science,4900017,SALT LAKE CITY,84121,SALT LAKE CITY,84121,No,469,,73
SC,Academy for Teaching and Learning,450153001020,Chester 01,4501530,Chester,29706,Chester,29706,Yes under Community Eligibility Option (CEO),319,192,319
SC,Academy for Technology and Academics,450249001037,Horry 01,4502490,Conway,29526,Conway,29526,Yes participating without using any Provision or the CEO,0,,
TX,ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,480744012452,ABILENE ISD,4807440,ABILENE,79602,ABILENE,79602,Yes under Community Eligibility Option (CEO),386,,181
TX,ACADEMY H S,483510012675,PLANO ISD,4835100,PLANO,75075,PLANO,75075,Yes participating without using any Provision or the CEO,298,,58
TX,ACADEMY H S,480747000040,ACADEMY ISD,4807470,LITTLE RIVER,76554,LITTLE RIVER,76554,Yes under Provision 2,539,,208
TX,ACADEMY J H,480747006348,ACADEMY ISD,4807470,LITTLE RIVER,76554,LITTLE RIVER,76554,Yes under Provision 2,401,,149
TX,ACADEMY JJAEP,480747010395,ACADEMY ISD,4807470,LITTLE RIVER,76554,LITTLE RIVER,76554,,,,
TX,ACADEMY OF ACCELERATED LEARNING,480003208585,ACADEMY OF ACCELERATED LEARNING INC,4800032,HOUSTON,77087,HOUSTON,77081,Yes under Community Eligibility Option (CEO),830,,782
TX,ACADEMY OF CHOICE,484110012995,SPRING BRANCH ISD,4841100,HOUSTON,77055,HOUSTON,77055,Yes participating without using any Provision or the CEO,0,,
TX,ACADEMY OF CREATIVE ED,483294021107,NORTH EAST ISD,4832940,SAN ANTONIO,78217,SAN ANTONIO,78217,Yes participating without using any Provision or the CEO,91,,50
TX,ACADEMY OF DALLAS,480009008161,ACADEMY OF DALLAS,4800090,DALLAS,75224,DALLAS,75224,Yes under Community Eligibility Option (CEO),354,,326
SC,Academy of Hope Charter,450249001585,Horry 01,4502490,Conway,29527,Conway,29527,Yes under Community Eligibility Option (CEO),106,,106
TX,ACADEMY OF VISUAL AND PERFORMING ARTS,489913122906,ACADEMY OF VISUAL AND PERFORMING ARTS,4899131,FORT WORTH,76115,FORT WORTH,76115,Yes participating without using any Provision or the CEO,105,,67
UT,Academy Park School,490036000196,Granite District,4900360,WEST VALLEY CITY,84120,WEST VALLEY CITY,84120,Yes participating without using any Provision or the CEO,371,,225
TX,ACCELERATED INT CHARTER SCHOOL,480019208593,ACCELERATED INTERMEDIATE ACADEMY,4800192,HOUSTON,77085,HOUSTON,77225,Yes under Community Eligibility Option (CEO),27,,26
TX,ACCELERATED INTERDISCIPLINARY ACAD,480019210716,ACCELERATED INTERMEDIATE ACADEMY,4800192,HOUSTON,77085,HOUSTON,77225,Yes under Community Eligibility Option (CEO),165,,164
TX,ACHIEVE ACADEMY,484653011178,WYLIE ISD,4846530,WYLIE,75098,WYLIE,75098,Yes participating without using any Provision or the CEO,113,,58
TX,ACHIEVE EARLY COLLEGE H S,482967011859,MCALLEN ISD,4829670,MCALLEN,78501,MCALLEN,78501,Yes under Community Eligibility Option (CEO),410,,282
TX,ACHZIGER EL,483039012089,MESQUITE ISD,4830390,MESQUITE,75181,MESQUITE,75181,Yes under Community Eligibility Option (CEO),584,,457
TX,ACTON EL,482139002139,GRANBURY ISD,4821390,GRANBURY,76049,GRANBURY,76049,Yes under Community Eligibility Option (CEO),810,,351
TX,ACTON MIDDLE,482139004811,GRANBURY ISD,4821390,GRANBURY,76048,GRANBURY,76048,Yes under Community Eligibility Option (CEO),917,,390
TX,AD WHEAT MIDDLE,481431000921,CLEBURNE ISD,4814310,CLEBURNE,76033,CLEBURNE,76033,Yes participating without using any Provision or the CEO,1058,,720
TX,ADA MAE FAUBION EL,482703003041,LEANDER ISD,4827030,CEDAR PARK,78613,CEDAR PARK,78613,Yes participating without using any Provision or the CEO,416,,161
TX,ADAM EL,481611001178,CYPRESS-FAIRBANKS ISD,4816110,HOUSTON,77065,HOUSTON,77065,Yes participating without using any Provision or the CEO,986,,698
TX,ADAMS EL,481431000916,CLEBURNE ISD,4814310,CLEBURNE,76031,CLEBURNE,76031,Yes participating without using any Provision or the CEO,371,,260
TX,ADAMS EL,480870012797,ARLINGTON ISD,4808700,ARLINGTON,76010,ARLINGTON,76010,Yes under Community Eligibility Option (CEO),790,,726
TX,ADAMS HILL EL,483312003687,NORTHSIDE ISD,4833120,SAN ANTONIO,78245,SAN ANTONIO,78245,Yes under Community Eligibility Option (CEO),464,,397
TX,ADAMS J H,482517013655,KATY ISD,4825170,FULSHEAR,77441,KATY,77492,Yes participating without using any Provision or the CEO,1866,,257
TX,ADAMS MIDDLE,480780000091,ALICE ISD,4807800,ALICE,78332,ALICE,78332,Yes under Provision 2,966,,809
UT,Adams School,490051000343,Logan City District,4900510,LOGAN,84321,LOGAN,84321,Yes participating without using any Provision or the CEO,321,,197
UT,Adams School,490021000793,Davis District,4900210,LAYTON,84041,LAYTON,84041,Yes participating without using any Provision or the CEO,652,,147
TN,Adamsville Elementary,470288000997,McNairy County,4702880,Adamsville,38310,Adamsville,38310,Yes under Community Eligibility Option (CEO),702,192,
TN,Adamsville High School,470288000998,McNairy County,4702880,Adamsville,38310,Adamsville,38310,Yes under Community Eligibility Option (CEO),449,124,
TX,ADAPT,480809022943,ALVIN ISD,4808090,MANVEL,77578,ALVIN,77511,Yes participating without using any Provision or the CEO,112,,85
UT,Adelaide School,490021000103,Davis District,4900210,BOUNTIFUL,84010,BOUNTIFUL,84010,Yes participating without using any Provision or the CEO,423,,178
TX,ADELFA BOTELLO CALLEJO EL,481623012890,DALLAS ISD,4816230,DALLAS,75227,DALLAS,75227,Yes under Community Eligibility Option (CEO),500,,486
TX,ADELLE TURNER EL,481623001375,DALLAS ISD,4816230,DALLAS,75232,DALLAS,75232,Yes under Community Eligibility Option (CEO),272,,242
TX,ADKINS MIDDLE,481527012737,CORPUS CHRISTI ISD,4815270,CORPUS CHRISTI,78414,CORPUS CHRISTI,78414,Yes under Community Eligibility Option (CEO),634,,308
TX,ADMIN SERVICES,480783006350,ALIEF ISD,4807830,HOUSTON,77072,HOUSTON,77072,No,0,,
TN,Adrian Burnett Elementary,470222000717,Knox County,4702220,Knoxville,37918,Knoxville,37918,Yes under Community Eligibility Option (CEO),564,174,
TX,ADRIAN SCHOOL,480750000042,ADRIAN ISD,4807500,ADRIAN,79001,ADRIAN,79001,Yes participating without using any Provision or the CEO,117,,78
TX,ADRIANE MATHEWS GRAY EL,482658022837,LAMAR CISD,4826580,RICHMOND,77469,RICHMOND,77469,Yes participating without using any Provision or the CEO,461,,334
TX,ADULT BASIC ED,483510010506,PLANO ISD,4835100,PLANO,75074,PLANO,75074,,,,
TX,ADULT ED,481970011016,FORT WORTH ISD,4819700,FORT WORTH,76104,FORT WORTH,76104,,,,
TX,ADULT ED,481168009152,BROWNSVILLE ISD,4811680,BROWNSVILLE,78520,BROWNSVILLE,78520,No,0,,
TX,ADULT LEARNING CTR,480744009394,ABILENE ISD,4807440,ABILENE,79602,ABILENE,79602,Yes under Community Eligibility Option (CEO),0,,
TX,ADULT TRANSITION CENTER,483510013726,PLANO ISD,4835100,PLANO,75075,PLANO,75075,No,0,,
TX,ADULT TRANSITION SERVICES,481776013184,EANES ISD,4817760,AUSTIN,78746,AUSTIN,78746,No,23,,
TX,ADULT/COMMUNITY LRN CTR,484668009231,YSLETA ISD,4846680,EL PASO,79907,EL PASO,79907,No,0,,
TX,ADVANCED LEARNING ACADEMY,483873013447,SAN ANTONIO ISD,4838730,SAN ANTONIO,78212,SAN ANTONIO,78212,Yes under Community Eligibility Option (CEO),1071,,546
TX,ADVANTAGE ACADEMY,480004108501,ADVANTAGE ACADEMY,4800041,GRAND PRAIRIE,75051,DALLAS,75116,Yes under Community Eligibility Option (CEO),971,,835
SC,Advantage Academy,450213000446,Florence 01,4502130,Florence,29505,Florence,29505,Yes participating without using any Provision or the CEO,0,,
UT,Advantage Arts Academy,490019801524,Advantage Arts Academy,4900198,HERRIMAN,84096,HERRIMAN,84096,Yes participating without using any Provision or the CEO,323,,66
TX,ADVENTHEALTH SCHOOL,482566002861,KILLEEN ISD,4825660,KILLEEN,76549,KILLEEN,76541,Yes participating without using any Provision or the CEO,12,,7
SD,Adventure Elementary - 10,463135001411,Harrisburg School District 41-2,4631350,Sioux Falls,57108,Sioux Falls,57108,Yes participating without using any Provision or the CEO,421,4,13
TX,AEP,482874008995,MAGNOLIA ISD,4828740,MAGNOLIA,77355,MAGNOLIA,77353,Yes participating without using any Provision or the CEO,0,,
TX,AGNES COTTON ACADEMY,483873004322,SAN ANTONIO ISD,4838730,SAN ANTONIO,78212,SAN ANTONIO,78212,Yes under Community Eligibility Option (CEO),515,,465
TX,AGNEW MIDDLE,483039003401,MESQUITE ISD,4830390,MESQUITE,75149,MESQUITE,75149,Yes under Community Eligibility Option (CEO),1068,,884
TX,AGUA DULCE EL,480753000043,AGUA DULCE ISD,4807530,AGUA DULCE,78330,AGUA DULCE,78330,Yes under Community Eligibility Option (CEO),169,,139
TX,AGUA DULCE H S,480753000044,AGUA DULCE ISD,4807530,AGUA DULCE,78330,AGUA DULCE,78330,Yes under Community Eligibility Option (CEO),222,,161
TX,AGUIRRE J H,481359012711,CHANNELVIEW ISD,4813590,HOUSTON,77049,HOUSTON,77049,Yes under Community Eligibility Option (CEO),932,,747
TX,AIA LANCASTER EL,480019212133,ACCELERATED INTERMEDIATE ACADEMY,4800192,LANCASTER,75146,HOUSTON,77225,No,0,,
TX,AIA LANCASTER MIDDLE,480019212123,ACCELERATED INTERMEDIATE ACADEMY,4800192,LANCASTER,75146,HOUSTON,77225,,,,
TX,AIDA C ESCOBAR EL,483486003924,PHARR-SAN JUAN-ALAMO ISD,4834860,PHARR,78577,PHARR,78577,Yes under Community Eligibility Option (CEO),715,,650
SC,Aiken County Career Center,450072000058,Aiken 01,4500720,Warrenville,29851,Warrenville,29851,Yes participating without using any Provision or the CEO,0,,
TX,AIKEN EL,481168007200,BROWNSVILLE ISD,4811680,BROWNSVILLE,78521,BROWNSVILLE,78521,Yes under Community Eligibility Option (CEO),533,,506
SC,Aiken Elementary,450072001189,Aiken 01,4500720,Aiken,29803,Aiken,29803,Yes under Community Eligibility Option (CEO),525,322,525
SC,Aiken High,450072000046,Aiken 01,4500720,Aiken,29801,Aiken,29801,Yes under Community Eligibility Option (CEO),1254,694,1254
SC,Aiken Intermediate,450072001727,Aiken 01,4500720,Aiken,29801,Aiken,29801,Yes under Community Eligibility Option (CEO),482,314,482
SC,Aiken Scholars Academy,450072001708,Aiken 01,4500720,Aiken,29801,Aiken,29801,Yes participating without using any Provision or the CEO,179,37,55
TX,AIKIN EL,483702005581,RICHARDSON ISD,4837020,DALLAS,75243,DALLAS,75243,Yes under Community Eligibility Option (CEO),518,,444
TX,AIKIN EL,483429005567,PARIS ISD,4834290,PARIS,75460,PARIS,75460,Yes under Community Eligibility Option (CEO),924,,697
TX,AIKMAN EL,482301002333,HEREFORD ISD,4823010,HEREFORD,79045,HEREFORD,79045,Yes under Community Eligibility Option (CEO),437,,375
TX,AIM COLLEGE & CAREER PREP,482028012288,GALVESTON ISD,4820280,GALVESTON,77550,GALVESTON,77553,Yes under Community Eligibility Option (CEO),87,,81
TX,AIRPORT EL,484496006626,WESLACO ISD,4844960,WESLACO,78596,WESLACO,78596,Yes under Community Eligibility Option (CEO),795,,692
SC,Airport High,450273000741,Lexington 02,4502730,West Columbia,29170,West Columbia,29170,Yes participating without using any Provision or the CEO,1338,858,1138
TX,AKIN EL,482205002218,HALE CENTER ISD,4822050,HALE CENTER,79041,HALE CENTER,79041,Yes under Community Eligibility Option (CEO),238,,180
TX,AKINS H S,480894008937,AUSTIN ISD,4808940,AUSTIN,78748,AUSTIN,78748,Yes under Community Eligibility Option (CEO),2542,,1621
TX,ALAMO EL,482115002105,GOOSE CREEK CISD,4821150,BAYTOWN,77521,BAYTOWN,77522,Yes participating without using any Provision or the CEO,760,,575
TN,Alamo Elementary,470003000001,Alamo,4700030,Alamo,38001,Alamo,38001,Yes under Community Eligibility Option (CEO),607,162,
TX,ALAMO HEIGHTS H S,480759000045,ALAMO HEIGHTS ISD,4807590,SAN ANTONIO,78209,SAN ANTONIO,78209,Yes participating without using any Provision or the CEO,1537,,286
TX,ALAMO HEIGHTS J H,480759000046,ALAMO HEIGHTS ISD,4807590,SAN ANTONIO,78209,SAN ANTONIO,78209,Yes participating without using any Provision or the CEO,1101,,217
TX,ALAMO J H,483057003430,MIDLAND ISD,4830570,MIDLAND,79703,MIDLAND,79703,Yes participating without using any Provision or the CEO,796,,523
TX,ALAMO MIDDLE,481854014221,ENNIS ISD,4818540,ENNIS,75119,ENNIS,75120,Yes participating without using any Provision or the CEO,460,,339
TX,ALAN AND ANDRA PERRIN EL,483318022825,NORTHWEST ISD,4833180,JUSTIN,76247,FORT WORTH,76177,,,,
TX,ALAN B SHEPARD MIDDLE,484068004605,SOUTH SAN ANTONIO ISD,4840680,SAN ANTONIO,78242,SAN ANTONIO,78242,Yes under Community Eligibility Option (CEO),455,,428
TX,ALBA-GOLDEN EL,480765000052,ALBA-GOLDEN ISD,4807650,ALBA,75410,ALBA,75410,Yes participating without using any Provision or the CEO,396,,274
TX,ALBA-GOLDEN H S,480765000053,ALBA-GOLDEN ISD,4807650,ALBA,75410,ALBA,75410,Yes participating without using any Provision or the CEO,438,,236
TX,ALBANY JR-SR H S,480768000054,ALBANY ISD,4807680,ALBANY,76430,ALBANY,76430,Yes participating without using any Provision or the CEO,236,,82
TX,ALBERT & IOLA LEE DAVIS MALVERN EL,482985008488,MCKINNEY ISD,4829850,MCKINNEY,75069,MCKINNEY,75069,Yes participating without using any Provision or the CEO,437,,340
TX,ALBERT C BLACK JR STEAM ACADEMY,481623001224,DALLAS ISD,4816230,DALLAS,75216,DALLAS,75216,,,,
TX,ALBERT C WILLIAMS EL,481482005676,COMMERCE ISD,4814820,COMMERCE,75428,COMMERCE,75428,Yes participating without using any Provision or the CEO,338,,252
UT,Albert R. Lyman Middle,490090000526,San Juan District,4900900,BLANDING,84511,BLANDING,84511,Yes under Community Eligibility Option (CEO),323,,197
TX,ALBERTO AND CELIA BARRERA EL,483714004175,RIO GRANDE CITY GRULLA ISD,4837140,RIO GRANDE CITY,78582,RIO GRANDE CITY,78582,Yes under Community Eligibility Option (CEO),435,,434
UT,Albion Middle,490014200815,Canyons District,4900142,SANDY,84093,SANDY,84093,Yes participating without using any Provision or the CEO,945,,108
TX,ALBRIGHT MIDDLE,480783005840,ALIEF ISD,4807830,HOUSTON,77083,HOUSTON,77083,Yes participating without using any Provision or the CEO,999,,846
SD,Alcester-Hudson Elementary - 04,460002800013,Alcester-Hudson School District 61-1,4600028,Alcester,57001,Alcester,57001,Yes participating without using any Provision or the CEO,170,26,59
SD,Alcester-Hudson High School - 01,460002800014,Alcester-Hudson School District 61-1,4600028,Alcester,57001,Alcester,57001,Yes participating without using any Provision or the CEO,111,11,28
SD,Alcester-Hudson Jr. High - 03,460002800874,Alcester-Hudson School District 61-1,4600028,Alcester,57001,Alcester,57001,Yes participating without using any Provision or the CEO,49,6,15
SD,Alcester-Hudson Preschool - 05,460002810813,Alcester-Hudson School District 61-1,4600028,Alcester,57001,Alcester,57001,No,36,3,6
TN,Alcoa Elementary,470006000234,Alcoa,4700060,Alcoa,37701,Alcoa,37701,Yes participating without using any Provision or the CEO,559,143,
TN,Alcoa High School,470006000235,Alcoa,4700060,Alcoa,37701,Alcoa,37701,Yes participating without using any Provision or the CEO,701,94,
TN,Alcoa Intermediate School,470006002445,Alcoa,4700060,Alcoa,37701,Alcoa,37701,Yes participating without using any Provision or the CEO,456,98,
TN,Alcoa Middle School,470006000236,Alcoa,4700060,Alcoa,37701,Alcoa,37701,Yes participating without using any Provision or the CEO,485,94,
SC,Alcorn Middle,450336001295,Richland 01,4503360,Columbia,29203,Columbia,29203,Yes under Community Eligibility Option (CEO),384,336,384
TX,ALCORTA EL,480744000022,ABILENE ISD,4807440,ABILENE,79605,ABILENE,79605,Yes under Community Eligibility Option (CEO),395,,310
TX,ALCOTT EL,482364002385,HOUSTON ISD,4823640,HOUSTON,77033,HOUSTON,77033,Yes under Community Eligibility Option (CEO),228,,225
TX,ALCOVE TRAILS MIDDLE,481983014292,FRENSHIP ISD,4819830,LUBBOCK,79407,WOLFFORTH,79382,Yes participating without using any Provision or the CEO,432,,225
TN,Alcy Elementary,470014802630,Memphis-Shelby County Schools,4700148,Memphis,38114,Memphis,38114,Yes under Community Eligibility Option (CEO),732,568,
TX,ALDERSON EL,482850012804,LUBBOCK ISD,4828500,LUBBOCK,79403,LUBBOCK,79403,Yes under Community Eligibility Option (CEO),442,,433
TX,ALDINE H S,480771000057,ALDINE ISD,4807710,HOUSTON,77037,HOUSTON,77037,Yes under Community Eligibility Option (CEO),2564,,2399
TX,ALDINE J J A E P,480771007620,ALDINE ISD,4807710,HOUSTON,77054,HOUSTON,77054,Yes under Community Eligibility Option (CEO),1,,
TX,ALDINE MIDDLE,480771000058,ALDINE ISD,4807710,HOUSTON,77032,HOUSTON,77032,Yes under Community Eligibility Option (CEO),742,,698
TX,ALDRIDGE EL,483510003954,PLANO ISD,4835100,RICHARDSON,75080,RICHARDSON,75080,Yes participating without using any Provision or the CEO,444,,97
TX,ALEDO H S,480778000089,ALEDO ISD,4807780,ALEDO,76008,ALEDO,76008,Yes participating without using any Provision or the CEO,1660,,265
TX,ALEDO MIDDLE,480778000090,ALEDO ISD,4807780,ALEDO,76008,ALEDO,76008,Yes participating without using any Provision or the CEO,955,,113
TN,Alex Green Elementary,470318001254,Davidson County,4703180,Whites Creek,37189,Whites Creek,37189,Yes under Community Eligibility Option (CEO),448,269,
TX,ALEX SANGER PREPARATORY SCHOOL,481623001350,DALLAS ISD,4816230,DALLAS,75218,DALLAS,75218,Yes under Community Eligibility Option (CEO),761,,554
TX,ALEX W SPENCE TALENTED/GIFTED ACADEMY,481623001359,DALLAS ISD,4816230,DALLAS,75204,DALLAS,75204,Yes under Community Eligibility Option (CEO),512,,461
TX,ALEXANDER EL,480783005944,ALIEF ISD,4807830,HOUSTON,77099,HOUSTON,77099,Yes participating without using any Provision or the CEO,693,,628
SC,Alexander Elementary,450231000488,Greenville 01,4502310,Greenville,29611,Greenville,29611,Yes under Community Eligibility Option (CEO),473,382,473
TN,Alexander Elementary School,470258000648,Madison County,4702580,Jackson,38301,Jackson,38301,Yes under Community Eligibility Option (CEO),373,270,
