st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
ME,Academy Hill School,231480900933,RSU 09,2314809,Wilton,04294,Wilton,04294,Yes under Provision 2,182,58,98
ME,Acadia Academy School,231483123149,Acadia Academy,2314831,Lewiston,04240,Lewiston,04240,No,246,32,62
LA,Acadian Elementary,220129001038,Rapides Parish,2201290,Alexandria,71302,Alexandria,71302,Yes under Community Eligibility Option (CEO),298,,289
LA,Acadian Elementary School,220174001334,Terrebonne Parish,2201740,Houma,70363,Houma,70363,Yes under Community Eligibility Option (CEO),627,,456
LA,Acadian Middle School,220087000659,Lafayette Parish,2200870,Lafayette,70507,Lafayette,70507,Yes under Community Eligibility Option (CEO),388,,299
LA,Acadiana High School,220087000660,Lafayette Parish,2200870,Lafayette,70506,Lafayette,70506,Yes under Community Eligibility Option (CEO),1835,,1056
LA,Acadiana Renaissance Charter Academy,220023102392,Acadiana Renaissance Charter Academy,2200231,Youngsville,70592,Youngsville,70592,Yes participating without using any Provision or the CEO,3002,,1153
KY,ACCEL Academy,210051002523,Boone County,2100510,Burlington,41005,Burlington,41005,Yes participating without using any Provision or the CEO,168,88,92
KY,Ackerly,210299001859,Jefferson County,2102990,Louisville,40202,Louisville,40202,Yes under Community Eligibility Option (CEO),2,,
ME,Acton Elementary School,230222000001,Acton Public Schools,2302220,Acton,04001,Acton,04001,Yes under Provision 2,245,39,61
KS,Ad Astra Alternative Academy,200420002170,Buhler,2004200,Buhler,67522,Buhler,67522,Yes participating without using any Provision or the CEO,8,,
KS,Ad Astra Virtual Academy,200420002137,Buhler,2004200,Buhler,67522,Buhler,67522,No,182,,
KY,Adair County Elementary School,210003002021,Adair County,2100030,Columbia,42728,Columbia,42728,Yes under Community Eligibility Option (CEO),564,378,390
KY,Adair County High School,210003000001,Adair County,2100030,Columbia,42728,Columbia,42728,Yes under Community Eligibility Option (CEO),796,497,508
KY,Adair County Middle School,210003001919,Adair County,2100030,Columbia,42728,Columbia,42728,Yes under Community Eligibility Option (CEO),566,367,377
KY,Adair County Primary Center,210003002345,Adair County,2100030,Columbia,42728,Columbia,42728,Yes under Community Eligibility Option (CEO),657,436,445
KY,Adair Learning Academy,210003001913,Adair County,2100030,Columbia,42728,Columbia,42728,Yes under Community Eligibility Option (CEO),61,4,4
IA,Adair-Casey Elementary School,190309000006,Adair-Casey Comm School District,1903090,Adair,50002,Adair,50002,Yes participating without using any Provision or the CEO,161,,85
IA,Adair-Casey Jr. High School,190309002236,Adair-Casey Comm School District,1903090,Adair,50002,Adair,50002,Yes participating without using any Provision or the CEO,84,,33
KY,Adairville Elementary School,210354001542,Logan County,2103540,Adairville,42202,Adairville,42202,Yes under Community Eligibility Option (CEO),349,166,190
KS,Adams Elem,201299000249,Wichita,2012990,Wichita,67208,Wichita,67208,Yes participating without using any Provision or the CEO,376,,361
KS,Adams Elem,200345001232,Arkansas City,2003450,Arkansas City,67005,Arkansas City,67005,Yes under Community Eligibility Option (CEO),296,,246
IA,Adams Elementary School,190633000522,Carroll Comm School District,1906330,Carroll,51401,Carroll,51401,Yes participating without using any Provision or the CEO,239,,92
IA,Adams Elementary School,190858000456,Davenport Comm School District,1908580,Davenport,52804,Davenport,52804,Yes under Community Eligibility Option (CEO),585,,344
ME,Adams School,230408000117,Castine Public Schools,2304080,Castine,04421,Castine,04421,Yes under Provision 2,54,3,3
IA,Adel Elementary School,190315000008,Adel DeSoto Minburn Comm School District,1903150,Adel,50003,Adel,50003,Yes participating without using any Provision or the CEO,413,,80
IA,ADM Middle School,190315001986,Adel DeSoto Minburn Comm School District,1903150,Adel,50003,Adel,50003,Yes participating without using any Provision or the CEO,344,,65
IA,ADM Senior High School,190315000009,Adel DeSoto Minburn Comm School District,1903150,Adel,50003,Adel,50003,Yes participating without using any Provision or the CEO,682,,139
LA,Advantage Charter Academy,220026802385,Advantage Charter Academy,2200268,Baker,70714,Baker,70714,Yes under Community Eligibility Option (CEO),600,,580
ME,Agnes Gray School,231077000354,RSU 17/MSAD 17,2310770,West Paris,04289,West Paris,04289,Yes under Provision 2,122,37,73
IA,AGWSR Elementary at Wellsburg,190306002212,AGWSR Comm School District,1903060,Wellsburg,50680,Wellsburg,50680,Yes participating without using any Provision or the CEO,68,,30
IA,AGWSR Elementary School,190306000003,AGWSR Comm School District,1903060,Ackley,50601,Ackley,50601,Yes participating without using any Provision or the CEO,204,,86
IA,AGWSR High School,190306000004,AGWSR Comm School District,1903060,Ackley,50601,Ackley,50601,Yes participating without using any Provision or the CEO,192,,69
IA,AGWSR Middle School,190306000634,AGWSR Comm School District,1903060,Wellsburg,50680,Wellsburg,50680,Yes participating without using any Provision or the CEO,144,,67
KY,Ahrens Educational Resource Center,210299001447,Jefferson County,2102990,Louisville,40202,Louisville,40202,Yes participating without using any Provision or the CEO,38,19,21
IA,AHSTW High School,190408000102,AHSTW Comm School District,1904080,Avoca,51521,Avoca,51521,Yes participating without using any Provision or the CEO,210,,67
IA,AHSTW Intermediate School,190408002261,AHSTW Comm School District,1904080,Avoca,51521,Avoca,51521,Yes participating without using any Provision or the CEO,268,,108
IA,AHSTW Primary School,190408000101,AHSTW Comm School District,1904080,Avoca,51521,Avoca,51521,Yes participating without using any Provision or the CEO,287,,119
ME,Airline Community School,230250000007,Airline CSD,2302500,Aurora,04408,Aurora,04408,Yes participating without using any Provision or the CEO,30,6,13
LA,Airline High School,220027000112,Bossier Parish,2200270,Bossier City,71111,Bossier City,71111,Yes under Community Eligibility Option (CEO),1951,,1059
LA,Airline Park Academy for Advanced Studies,220084002298,Jefferson Parish,2200840,Metairie,70003,Metairie,70003,Yes under Community Eligibility Option (CEO),429,,74
IA,Akron Westfield Elementary School,190322001937,Akron Westfield Comm School District,1903220,Akron,51001,Akron,51001,Yes participating without using any Provision or the CEO,245,,106
IA,Akron Westfield Middle School,190322001938,Akron Westfield Comm School District,1903220,Akron,51001,Akron,51001,Yes participating without using any Provision or the CEO,130,,42
IA,Akron Westfield Senior High School,190322001939,Akron Westfield Comm School District,1903220,Akron,51001,Akron,51001,Yes participating without using any Provision or the CEO,188,,56
IA,Alan Shepard Elementary School,192094001251,North Scott Comm School District,1920940,Long Grove,52756,Long Grove,52756,Yes participating without using any Provision or the CEO,471,,74
KY,Albany Elementary School,210126000257,Clinton County,2101260,Albany,42602,Albany,42602,Yes under Community Eligibility Option (CEO),464,351,381
LA,Albany High School,220102000755,Livingston Parish,2201020,Albany,70711,Albany,70711,Yes under Community Eligibility Option (CEO),604,,428
LA,Albany Lower Elementary School,220102000754,Livingston Parish,2201020,Albany,70711,Albany,70711,Yes under Community Eligibility Option (CEO),544,,442
LA,Albany Middle School,220102001708,Livingston Parish,2201020,Albany,70711,Albany,70711,Yes under Community Eligibility Option (CEO),650,,505
LA,Albany Upper Elementary School,220102000400,Livingston Parish,2201020,Albany,70711,Albany,70711,Yes under Community Eligibility Option (CEO),313,,246
LA,Albert Cammon Middle School,220144001149,St. Charles Parish,2201440,St. Rose,70087,St. Rose,70087,Yes under Community Eligibility Option (CEO),295,,185
IA,Albert City-Truesdale Elementary School,190003101300,Albert City-Truesdale Comm School District,1900031,Albert City,50510,Albert City,50510,Yes participating without using any Provision or the CEO,104,,47
ME,Albert S Hall School,231335000605,Waterville Public Schools,2313350,Waterville,04901,Waterville,04901,Yes participating without using any Provision or the CEO,238,112,156
IA,Albia High School,190327000017,Albia Comm School District,1903270,Albia,52531,Albia,52531,Yes participating without using any Provision or the CEO,378,,122
IA,Albia Middle School,190327001406,Albia Comm School District,1903270,Albia,52531,Albia,52531,Yes participating without using any Provision or the CEO,151,,56
ME,Albion Elementary School,231433000691,RSU 49/MSAD 49,2314330,Albion,04910,Albion,04910,Yes participating without using any Provision or the CEO,111,23,60
IA,Alburnett Elementary School,190330000024,Alburnett Comm School District,1903300,Alburnett,52202,Alburnett,52202,Yes participating without using any Provision or the CEO,377,,66
IA,Alburnett Middle School,190330002193,Alburnett Comm School District,1903300,Alburnett,52202,Alburnett,52202,Yes participating without using any Provision or the CEO,170,,31
IA,Alburnett Senior High School,190330000025,Alburnett Comm School District,1903300,Alburnett,52202,Alburnett,52202,Yes participating without using any Provision or the CEO,278,,46
IA,Alden Elementary School,190003201317,Alden Comm School District,1900032,Alden,50006,Alden,50006,Yes participating without using any Provision or the CEO,159,,56
IA,Aldo Leopold Intermediate School,190579000191,Burlington Comm School District,1905790,Burlington,52601,Burlington,52601,Yes under Community Eligibility Option (CEO),424,,266
KY,Alex R. Kennedy Elementary,210299002421,Jefferson County,2102990,Louisville,40220,Louisville,40220,Yes under Community Eligibility Option (CEO),376,196,206
ME,Alexander Elementary,230228000975,Alexander Public Schools,2302280,Alexander,04694,Alexander,04694,Yes under Provision 2,41,10,16
IA,Alexander Elementary,191470002224,Iowa City Comm School District,1914700,Iowa City,52240,Iowa City,52240,Yes participating without using any Provision or the CEO,363,,256
KY,Alexandria Educational Center,210090001398,Campbell County,2100900,Alexandria,41001,Alexandria,41001,Yes participating without using any Provision or the CEO,41,25,29
LA,Alexandria Middle Magnet School,220129001039,Rapides Parish,2201290,Alexandria,71301,Alexandria,71301,Yes under Community Eligibility Option (CEO),591,,541
LA,Alexandria Senior High School,220129001040,Rapides Parish,2201290,Alexandria,71303,Alexandria,71303,Yes under Community Eligibility Option (CEO),1558,,940
ME,Alfred Elementary School,231467000999,RSU 57/MSAD 57,2314670,Alfred,04002,Alfred,04002,Yes under Provision 2,189,38,74
KS,Alfred Fairfax Academy,200795002094,Kansas City,2007950,Kansas City,66109,Kansas City,66109,Yes under Community Eligibility Option (CEO),72,,54
LA,Alfred M. Barbe High School,220033000216,Calcasieu Parish,2200330,Lake Charles,70605,Lake Charles,70605,Yes participating without using any Provision or the CEO,2012,,758
IA,Algona High School,190336000030,Algona Comm School District,1903360,Algona,50511,Algona,50511,Yes participating without using any Provision or the CEO,471,,145
IA,Algona Middle School,190336000034,Algona Comm School District,1903360,Algona,50511,Algona,50511,Yes participating without using any Provision or the CEO,413,,159
LA,Alice Birney Elementary School,220084000583,Jefferson Parish,2200840,Metairie,70006,Metairie,70006,Yes under Community Eligibility Option (CEO),616,,320
LA,Alice M Harte Elementary Charter School,220027900903,Alice M Harte Elementary Charter School,2200279,New Orleans,70131,New Orleans,70131,Yes under Community Eligibility Option (CEO),738,,582
LA,Alice N. Boucher Elementary School,220087000662,Lafayette Parish,2200870,Lafayette,70501,Lafayette,70501,Yes under Community Eligibility Option (CEO),425,,387
LA,Allemands Elementary School,220144001137,St. Charles Parish,2201440,Des Allemands,70030,Des Allemands,70030,Yes under Community Eligibility Option (CEO),264,,137
KY,Allen County Career and Technical Center,210007002061,Allen County,2100070,Scottsville,42164,Scottsville,42164,Yes participating without using any Provision or the CEO,0,,
KY,Allen County Intermediate Center,210007000013,Allen County,2100070,Scottsville,42164,Scottsville,42164,Yes under Community Eligibility Option (CEO),675,398,450
KY,Allen County Primary Center,210007000008,Allen County,2100070,Scottsville,42164,Scottsville,42164,Yes under Community Eligibility Option (CEO),983,607,674
KY,Allen County-Scottsville High School,210007000010,Allen County,2100070,Scottsville,42164,Scottsville,42164,Yes under Community Eligibility Option (CEO),879,448,511
KS,Allen Elem,201299000251,Wichita,2012990,Wichita,67218,Wichita,67218,Yes participating without using any Provision or the CEO,450,,417
KY,Allen Elementary School,210195000403,Floyd County,2101950,Allen,41601,Allen,41601,Yes under Community Eligibility Option (CEO),482,364,401
LA,Allen Ellender School,220084000599,Jefferson Parish,2200840,Marrero,70072,Marrero,70072,Yes under Community Eligibility Option (CEO),755,,458
KS,Allison Traditional Magnet Middle,201299000326,Wichita,2012990,Wichita,67213,Wichita,67213,Yes participating without using any Provision or the CEO,535,,387
LA,Alma Redwine Elementary,220129001083,Rapides Parish,2201290,Alexandria,71302,Alexandria,71302,Yes under Community Eligibility Option (CEO),230,,208
KS,Almena Elem,200327000061,Northern Valley,2003270,Almena,67622,Almena,67622,Yes participating without using any Provision or the CEO,78,,50
KS,Alta Brown Elem,200639001169,Garden City,2006390,Garden City,67846,Garden City,67846,Yes participating without using any Provision or the CEO,323,,282
IA,Alta Elementary School,190348000045,Alta-Aurelia Comm School District,1903480,Alta,51002,Alta,51002,Yes participating without using any Provision or the CEO,267,,103
IA,Alta-Aurelia High School,190348000046,Alta-Aurelia Comm School District,1903480,Alta,51002,Alta,51002,Yes participating without using any Provision or the CEO,199,,79
IA,Alta-Aurelia Middle School,190348002252,Alta-Aurelia Comm School District,1903480,Aurelia,51005,Aurelia,51005,Yes participating without using any Provision or the CEO,240,,91
KS,Altamont Elem,200330001494,Labette County,2003300,Altamont,67330,Altamont,67330,Yes participating without using any Provision or the CEO,209,,133
IA,Alternative School,191878001099,Mason City Comm School District,1918780,Mason City,50401,Mason City,50401,Yes participating without using any Provision or the CEO,92,,58
ME,Alton Elementary School,231478201041,RSU 34,2314782,Alton,04468,Alton,04468,Yes under Provision 2,57,18,35
LA,Alton Elementary School,220165001265,St. Tammany Parish,2201650,Slidell,70460,Slidell,70460,Yes under Community Eligibility Option (CEO),242,,205
IA,Altoona Elementary,192682001566,Southeast Polk Comm School District,1926820,Altoona,50009,Altoona,50009,Yes participating without using any Provision or the CEO,423,,225
KS,Altoona-Midway Elementary,200417001898,Altoona-Midway,2004170,Altoona,66710,Altoona,66710,Yes under Community Eligibility Option (CEO),67,,52
KS,Altoona-Midway Middle/High School,200417001872,Altoona-Midway,2004170,Buffalo,66717,Buffalo,66717,Yes participating without using any Provision or the CEO,81,,53
KY,Alvaton Elementary,210573001343,Warren County,2105730,Alvaton,42122,Alvaton,42122,Yes under Community Eligibility Option (CEO),749,331,412
IA,Amana Elementary School,190759000048,Clear Creek Amana Comm School District,1907590,Middle Amana,52203,Middle Amana,52203,Yes participating without using any Provision or the CEO,110,,30
KS,Amanda Arnold Elem,200918001639,Manhattan-Ogden,2009180,Manhattan,66503,Manhattan,66503,Yes participating without using any Provision or the CEO,419,,114
ME,Amanda C Rowe School,230993000271,Portland Public Schools,2309930,Portland,04102,Portland,04102,Yes under Community Eligibility Option (CEO),481,99,199
KS,Amelia Earhart Elementary School,200654001551,Goddard,2006540,Goddard,67052,Goddard,67052,Yes participating without using any Provision or the CEO,496,,149
ME,Ames Elementary School,231482200450,RSU 71,2314822,Searsmont,04973,Searsmont,04973,Yes participating without using any Provision or the CEO,129,27,56
IA,Ames High School,190354000050,Ames Comm School District,1903540,Ames,50010,Ames,50010,Yes participating without using any Provision or the CEO,1427,,433
IA,Ames Middle School,190354000060,Ames Comm School District,1903540,Ames,50014,Ames,50014,Yes participating without using any Provision or the CEO,1032,,339
LA,AMIKids Acadiana,220003002381,Acadia Parish,2200030,Branch,70516,Branch,70516,Yes participating without using any Provision or the CEO,35,,32
LA,AmiKiDs Caddo,220030002431,Caddo Parish,2200300,Shreveport,71109,Shreveport,71109,Yes participating without using any Provision or the CEO,122,,103
LA,Amite Elementary Magnet School,220168001297,Tangipahoa Parish,2201680,Amite,70422,Amite,70422,Yes under Community Eligibility Option (CEO),450,,367
LA,Amite High Magnet,220168001298,Tangipahoa Parish,2201680,Amite,70422,Amite,70422,Yes under Community Eligibility Option (CEO),416,,354
LA,Amite Westside Middle Magnet,220168001326,Tangipahoa Parish,2201680,Amite,70422,Amite,70422,Yes under Community Eligibility Option (CEO),289,,240
LA,Anacoco Elementary School,220183001847,Vernon Parish,2201830,Anacoco,71403,Anacoco,71403,Yes under Community Eligibility Option (CEO),546,,337
LA,Anacoco High School,220183001405,Vernon Parish,2201830,Anacoco,71403,Anacoco,71403,Yes under Community Eligibility Option (CEO),318,,175
IA,Anamosa High School,190357000061,Anamosa Comm School District,1903570,Anamosa,52205,Anamosa,52205,Yes participating without using any Provision or the CEO,390,,136
IA,Anamosa Middle School,190357000062,Anamosa Comm School District,1903570,Anamosa,52205,Anamosa,52205,Yes participating without using any Provision or the CEO,339,,124
KY,Anchor Academy,210144002500,Danville Independent,2101440,Danville,40422,Danville,40422,Yes under Community Eligibility Option (CEO),38,16,17
KY,Anchorage Independent Public School,210009000014,Anchorage Independent,2100090,Anchorage,40223,Anchorage,40223,Yes participating without using any Provision or the CEO,399,3,3
KS,Andale Elem-Middle,201108000386,Renwick,2011080,Andale,67001,Andale,67001,Yes participating without using any Provision or the CEO,435,,61
KS,Andale High,201108000387,Renwick,2011080,Andale,67001,Andale,67001,Yes participating without using any Provision or the CEO,387,,53
KY,Anderson County High School,210012000016,Anderson County,2100120,Lawrenceburg,40342,Lawrenceburg,40342,Yes under Community Eligibility Option (CEO),1215,493,539
KS,Anderson County Jr/Sr High School,200645000206,Garnett,2006450,Garnett,66032,Garnett,66032,Yes participating without using any Provision or the CEO,433,,189
KY,Anderson County Middle School,210012000017,Anderson County,2100120,Lawrenceburg,40342,Lawrenceburg,40342,Yes under Community Eligibility Option (CEO),722,321,361
KS,Anderson Elem,201299001648,Wichita,2012990,Wichita,67216,Wichita,67216,Yes participating without using any Provision or the CEO,458,,429
IA,Anderson Elementary School,190507000153,Bondurant-Farrar Comm School District,1905070,Bondurant,50035,Bondurant,50035,Yes participating without using any Provision or the CEO,522,,107
LA,Anderson Middle School,220072000505,Iberia Parish,2200720,New Iberia,70560,New Iberia,70560,Yes under Community Eligibility Option (CEO),372,,306
KS,Andover Central High School,200336001567,Andover,2003360,Andover,67002,Andover,67002,Yes participating without using any Provision or the CEO,853,,172
KS,Andover Central Middle School,200336001564,Andover,2003360,Andover,67002,Andover,67002,Yes participating without using any Provision or the CEO,603,,148
KS,Andover eCademy,200336002040,Andover,2003360,Andover,67002,Andover,67002,No,3618,,
ME,Andover Elementary School,231482300505,Andover Public Schools,2314823,Andover,04216,Andover,04216,Yes participating without using any Provision or the CEO,26,4,13
KS,Andover High,200336000860,Andover,2003360,Andover,67002,Andover,67002,Yes participating without using any Provision or the CEO,1009,,208
KS,Andover Middle School,200336000859,Andover,2003360,Andover,67002,Andover,67002,Yes participating without using any Provision or the CEO,738,,160
IA,Andrew Elementary School,190363000067,Andrew Comm School District,1903630,Andrew,52030,Andrew,52030,Yes participating without using any Provision or the CEO,147,,39
LA,Andrew Jackson Middle School,220141002296,St. Bernard Parish,2201410,Chalmette,70043,Chalmette,70043,Yes under Community Eligibility Option (CEO),607,,365
IA,Ankeny Centennial High School,190369002187,Ankeny Comm School District,1903690,Ankeny,50023,Ankeny,50023,Yes participating without using any Provision or the CEO,1466,,172
IA,Ankeny High School,190369000071,Ankeny Comm School District,1903690,Ankeny,50023,Ankeny,50023,Yes participating without using any Provision or the CEO,1346,,202
IA,Anne E. Nelson Early Learning Center,190822002319,Council Bluffs Comm School District,1908220,Council Bluffs,51503,Council Bluffs,51503,Yes under Community Eligibility Option (CEO),120,,10
KY,Anne Mason Elementary School,210526001942,Scott County,2105260,Georgetown,40324,Georgetown,40324,Yes under Community Eligibility Option (CEO),416,187,206
IA,Anson Elementary School,191872001082,Marshalltown Comm School District,1918720,Marshalltown,50158,Marshalltown,50158,Yes under Community Eligibility Option (CEO),288,,254
IA,Anthon Elementary,191848000080,Maple Valley-Anthon Oto Comm School District,1918480,Anthon,51004,Anthon,51004,Yes participating without using any Provision or the CEO,54,,28
KS,Anthony Elem,200339000747,Chaparral Schools,2003390,Anthony,67003,Anthony,67003,Yes participating without using any Provision or the CEO,212,,151
KS,Anthony Elementary,200843001997,Leavenworth,2008430,Leavenworth,66048,Leavenworth,66048,Yes under Community Eligibility Option (CEO),294,,236
KS,Apache Elem,201164001518,Shawnee Mission Pub Sch,2011640,Overland Park,66214,Overland Park,66214,Yes participating without using any Provision or the CEO,493,,370
IA,Aplington Elementary School,190375000081,Aplington-Parkersburg Comm School District,1903750,Aplington,50604,Aplington,50604,Yes participating without using any Provision or the CEO,184,,63
IA,Aplington-Parkersburg High School,190375001337,Aplington-Parkersburg Comm School District,1903750,Parkersburg,50665,Parkersburg,50665,Yes participating without using any Provision or the CEO,261,,74
IA,Aplington-Parkersburg Middle School,190375000082,Aplington-Parkersburg Comm School District,1903750,Aplington,50604,Aplington,50604,Yes participating without using any Provision or the CEO,176,,50
LA,Apollo Elementary School,220027000113,Bossier Parish,2200270,Bossier City,71111,Bossier City,71111,Yes under Community Eligibility Option (CEO),770,,496
KS,Apollo Elementary School,200654002020,Goddard,2006540,Goddard,67052,Goddard,67052,Yes participating without using any Provision or the CEO,519,,140
KY,Apollo High School,210147000295,Daviess County,2101470,Owensboro,42301,Owensboro,42301,Yes participating without using any Provision or the CEO,1350,575,778
KY,Appalachian Challenge Academy,210600102582,Kentucky National Guard Youth ChalleNGe Academies,2106001,Grays Knob,40829,Grays Knob,40829,Yes under Community Eligibility Option (CEO),97,3,3
KS,Appanoose Elementary School,201080001888,West Franklin,2010800,Pomona,66076,Pomona,66076,Yes participating without using any Provision or the CEO,182,,69
ME,Appleton Village School,230251000906,Appleton Public Schools,2302510,Appleton,04862,Appleton,04862,Yes under Provision 2,135,20,48
IA,Ar-We-Va Elementary Community School,190378002177,Ar-We-Va Comm School District,1903780,Westside,51467,Westside,51467,Yes participating without using any Provision or the CEO,134,,61
LA,Arabi Elementary School,220141002302,St. Bernard Parish,2201410,Arabi,70032,Arabi,70032,Yes under Community Eligibility Option (CEO),557,,316
KS,Arbor Creek Elementary,201014001718,Olathe,2010140,Olathe,66062,Olathe,66062,Yes participating without using any Provision or the CEO,464,,43
LA,Arcadia High School,220021000090,Bienville Parish,2200210,Arcadia,71001,Arcadia,71001,Yes under Community Eligibility Option (CEO),263,,207
KS,Argentine Middle,200795001417,Kansas City,2007950,Kansas City,66106,Kansas City,66106,Yes under Community Eligibility Option (CEO),551,,418
KY,Argillite Elementary School,210240000493,Greenup County,2102400,Argillite,41121,Argillite,41121,Yes under Community Eligibility Option (CEO),208,142,163
KS,Argonia Elem,200343000740,Argonia Public Schools,2003430,Argonia,67004,Argonia,67004,Yes participating without using any Provision or the CEO,65,,36
KS,Argonia High,200343000742,Argonia Public Schools,2003430,Argonia,67004,Argonia,67004,Yes participating without using any Provision or the CEO,72,,32
KS,Arkansas City High,200345001241,Arkansas City,2003450,Arkansas City,67005,Arkansas City,67005,Yes under Community Eligibility Option (CEO),866,,559
KS,Arkansas City Middle Sch,200345001240,Arkansas City,2003450,Arkansas City,67005,Arkansas City,67005,Yes under Community Eligibility Option (CEO),669,,466
LA,Arlene Meraux Elementary School,220141002449,St. Bernard Parish,2201410,Chalmette,70043,Chalmette,70043,Yes under Community Eligibility Option (CEO),624,,408
KY,Arlie Boggs Elementary School,210336000892,Letcher County,2103360,Eolia,40826,Eolia,40826,Yes under Community Eligibility Option (CEO),131,89,98
KY,Arlington Elementary School,210186000350,Fayette County,2101860,Lexington,40505,Lexington,40505,Yes under Community Eligibility Option (CEO),301,242,254
LA,Arlington Preparatory Academy,220054000340,East Baton Rouge Parish,2200540,Baton Rouge,70805,Baton Rouge,70805,Yes under Community Eligibility Option (CEO),91,,55
LA,Armstrong Middle School,220003000001,Acadia Parish,2200030,Rayne,70578,Rayne,70578,Yes under Community Eligibility Option (CEO),333,,272
LA,Arnaudville Middle School,220156000191,St. Landry Parish,2201560,Arnaudville,70512,Arnaudville,70512,Yes under Community Eligibility Option (CEO),185,,131
KY,Arnett Elementary School,210174000335,Erlanger-Elsmere Independent,2101740,Erlanger,41018,Erlanger,41018,Yes under Community Eligibility Option (CEO),285,168,241
KS,Arrowhead Middle,200795001421,Kansas City,2007950,Kansas City,66112,Kansas City,66112,Yes under Community Eligibility Option (CEO),428,,329
LA,Arthur Ashe Charter School,220019200947,Arthur Ashe Charter School,2200192,New Orleans,70122,New Orleans,70122,Yes under Community Eligibility Option (CEO),807,,698
IA,Arthur Elementary School,190654000233,Cedar Rapids Comm School District,1906540,Cedar Rapids,52402,Cedar Rapids,52402,Yes under Community Eligibility Option (CEO),229,,161
LA,Arthur F. Smith Middle Magnet School,220129001055,Rapides Parish,2201290,Alexandria,71302,Alexandria,71302,Yes under Community Eligibility Option (CEO),415,,381
ME,Arthur R. Gould Sch--LCYDC,230005000377,Arthur R. Gould Sch--LCYDC,2300050,South Portland,04106,South Portland,04106,Yes participating without using any Provision or the CEO,11,5,5
ME,Asa C Adams School,231477800251,RSU 26,2314778,Orono,04473,Orono,04473,Yes under Provision 2,323,58,101
KY,Ascension Academy,210532001690,Shelby County,2105320,Shelbyville,40065,Shelbyville,40065,Yes under Community Eligibility Option (CEO),32,24,25
ME,Ash Point Community School,231478723176,RSU 13,2314787,Owls Head,04854,Owls Head,04854,Yes under Provision 2,166,33,61
