st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
CO,Achieve Academy,080555002004,Mapleton School District No. 1 in the county of Adams & St,0805550,THORNTON,80229,THORNTON,80229,Yes under Community Eligibility Option (CEO),386,,311
FL,ACHIEVE ACADEMY AT MCMILLIAN,120051004345,ESCAMBIA,1200510,PENSACOLA,32507,PENSACOLA,32507,Yes under Community Eligibility Option (CEO),271,244,246
CO,Achieve Online,080306006428,Colorado Springs School District No. 11 in the county of E,0803060,COLORADO SPRINGS,80909,COLORADO SPRINGS,80909,Yes under Community Eligibility Option (CEO),326,,200
FL,ACHIEVEMENT ACADEMY,120159003259,POLK,1201590,LAKELAND,33805,LAKELAND,33805,Yes under Community Eligibility Option (CEO),157,90,90
CT,Achievement First Bridgeport Academy,090020801493,Achievement First Bridgeport Academy District,0900208,Bridgeport,06608,Bridgeport,06608,Yes under Community Eligibility Option (CEO),1098,,778
CT,Achievement First Hartford Academy,090021201528,Achievement First Hartford Academy District,0900212,Hartford,06112,Hartford,06112,Yes under Community Eligibility Option (CEO),961,,756
DC,Achievement Preparatory Academy PCS - Wahler Place ES,110007200473,Achievement Preparatory Academy PCS,1100072,Washington,20032,Washington,20032,Yes under Community Eligibility Option (CEO),323,237,
FL,ACREAGE PINES ELEMENTARY SCHOOL,120150002874,PALM BEACH,1201500,LOXAHATCHEE,33470,LOXAHATCHEE,33470,Yes under Community Eligibility Option (CEO),533,155,178
CO,Acres Green Elementary School,080345000436,Douglas County School District No. Re 1,0803450,LITTLETON,80124,LITTLETON,80124,Yes participating without using any Provision or the CEO,382,,135
FL,ADA MERRITT K-8 CENTER,120039004072,MIAMI-DADE,1200390,MIAMI,33130,MIAMI,33130,Yes under Community Eligibility Option (CEO),770,160,175
CO,Adams City High School,080195000010,School District N. 14 in the county of Adams & State of Colo,0801950,COMMERCE CITY,80022,COMMERCE CITY,80022,Yes under Community Eligibility Option (CEO),1586,,1359
CO,Adams City Middle School,080195000009,School District N. 14 in the county of Adams & State of Colo,0801950,COMMERCE CITY,80022,COMMERCE CITY,80022,Yes under Community Eligibility Option (CEO),498,,428
CO,Adams Elementary School,080306000239,Colorado Springs School District No. 11 in the county of E,0803060,COLORADO SPRINGS,80910,COLORADO SPRINGS,80910,Yes under Community Eligibility Option (CEO),343,,299
CO,Adams Elementary School,080480001446,Jefferson County School District No. R-1,0804800,WESTMINSTER,80021,WESTMINSTER,80021,Yes participating without using any Provision or the CEO,317,,141
FL,ADAMS MIDDLE SCHOOL,120087000909,HILLSBOROUGH,1200870,TAMPA,33612,TAMPA,33612,Yes under Community Eligibility Option (CEO),533,366,380
CO,Addenbrooke Classical Academy,080480006587,Jefferson County School District No. R-1,0804800,LAKEWOOD,80235,LAKEWOOD,80235,Yes participating without using any Provision or the CEO,189,,15
CO,Addenbrooke Classical Grammar School,080480006643,Jefferson County School District No. R-1,0804800,LAKEWOOD,80235,LAKEWOOD,80235,No,760,,
FL,ADDIE R. LEWIS SCHOOL,120138001353,OKALOOSA,1201380,VALPARAISO,32580,VALPARAISO,32580,Yes participating without using any Provision or the CEO,677,177,294
FL,ADDISON MIZNER SCHOOL,120150001556,PALM BEACH,1201500,BOCA RATON,33486,BOCA RATON,33486,Yes under Community Eligibility Option (CEO),1185,195,210
FL,ADJUDICATED YOUTH FACILITY,120138003881,OKALOOSA,1201380,CRESTVIEW,32539,CRESTVIEW,32539,Yes participating without using any Provision or the CEO,7,,
FL,ADVANTAGE ACADEMY OF HILLSBOROUGH,120087007633,HILLSBOROUGH,1200870,PLANT CITY,33563,PLANT CITY,33563,Yes under Community Eligibility Option (CEO),459,283,310
CO,Adventure Elementary,080555001932,Mapleton School District No. 1 in the county of Adams & St,0805550,DENVER,80221,DENVER,80221,Yes participating without using any Provision or the CEO,397,,307
CT,Aerospace/Hydrospace Engineering and Physical Sciences Magne,090045001639,Bridgeport School District,0900450,Bridgeport,06606,Bridgeport,06606,Yes under Community Eligibility Option (CEO),330,,232
CT,AFIR-LISA'S House,090022211303,Judicial Centers,0900222,Plainville,06062,Plainville,06062,No,0,,
CO,Agate Elementary School,080198000020,Agate School District No. 300,0801980,AGATE,80101,AGATE,80101,Yes under Community Eligibility Option (CEO),48,,29
CO,Agate Junior Senior High School,080198000021,Agate School District No. 300,0801980,AGATE,80101,AGATE,80101,Yes under Community Eligibility Option (CEO),18,,11
FL,AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL,120039000484,MIAMI-DADE,1200390,MIAMI,33142,MIAMI,33142,Yes under Community Eligibility Option (CEO),300,226,232
CO,Aguilar Elementary School,080201000022,Aguilar Reorganized School District No. 6,0802010,AGUILAR,81020,AGUILAR,81020,Yes under Community Eligibility Option (CEO),72,,60
CO,Aguilar Junior-Senior High School,080201000023,Aguilar Reorganized School District No. 6,0802010,AGUILAR,81020,AGUILAR,81020,Yes under Community Eligibility Option (CEO),45,,34
CT,Aiken School,090492000004,West Hartford School District,0904920,West Hartford,06117,West Hartford,06117,Yes participating without using any Provision or the CEO,418,,60
CO,Air Academy High School,080192000002,Academy School District No. 20 in the county of El Paso an,0801920,USAF ACADEMY,80840,USAF ACADEMY,80840,Yes participating without using any Provision or the CEO,1315,,232
FL,AIR BASE K-8 CENTER FOR INTERNATIONAL EDUCATION,120039000367,MIAMI-DADE,1200390,HOMESTEAD,33032,HOMESTEAD,33032,Yes under Community Eligibility Option (CEO),1102,422,461
CO,Akron Elementary School,080204000024,Akron School District No. R-1,0802040,AKRON,80720,AKRON,80720,Yes participating without using any Provision or the CEO,294,,167
CO,Akron High School,080204000025,Akron School District No. R-1,0802040,AKRON,80720,AKRON,80720,Yes participating without using any Provision or the CEO,121,,64
FL,ALACHUA COUNTY JAIL,120003007045,ALACHUA,1200030,GAINESVILLE,32609,GAINESVILLE,32609,No,0,,
FL,ALACHUA ELEMENTARY SCHOOL,120003000014,ALACHUA,1200030,ALACHUA,32615,ALACHUA,32615,Yes under Community Eligibility Option (CEO),323,216,227
FL,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),120003007945,ALACHUA,1200030,GAINESVILLE,32641,GAINESVILLE,32641,No,197,97,102
FL,ALACHUA LEARNING ACADEMY ELEMENTARY,120003003534,ALACHUA,1200030,ALACHUA,32615,ALACHUA,32616,Yes participating without using any Provision or the CEO,102,36,43
FL,ALACHUA LEARNING ACADEMY MIDDLE,120003007954,ALACHUA,1200030,ALACHUA,32615,ALACHUA,32616,Yes participating without using any Provision or the CEO,64,23,25
FL,ALACHUA REGIONAL JUEVNILE DETENTION CENTER,120003010620,ALACHUA,1200030,GAINESVILLE,32609,GAINESVILLE,32609,Yes participating without using any Provision or the CEO,47,23,24
FL,ALACHUA VIRTUAL INSTRUCTION PROGRAM,120003007696,ALACHUA,1200030,GAINESVILLE,32641,GAINESVILLE,32641,No,0,,
FL,ALACHUA VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),120003008285,ALACHUA,1200030,GAINESVILLE,32641,GAINESVILLE,32641,No,39,13,14
FL,ALAFIA ELEMENTARY SCHOOL,120087002561,HILLSBOROUGH,1200870,VALRICO,33596,VALRICO,33596,Yes under Community Eligibility Option (CEO),607,161,180
CO,Alameda International Junior/Senior High School,080480000691,Jefferson County School District No. R-1,0804800,LAKEWOOD,80232,LAKEWOOD,80232,Yes participating without using any Provision or the CEO,1027,,771
CO,Alamosa Alternative Education School,080207006851,Alamosa School District No. Re-11J,0802070,ALAMOSA,81101,ALAMOSA,81101,Yes under Community Eligibility Option (CEO),43,,38
CO,Alamosa Elementary School 3-5,080207006459,Alamosa School District No. Re-11J,0802070,ALAMOSA,81101,ALAMOSA,81101,Yes under Community Eligibility Option (CEO),479,,364
CO,Alamosa Elementary School K-2,080207006798,Alamosa School District No. Re-11J,0802070,ALAMOSA,81101,ALAMOSA,81101,Yes under Community Eligibility Option (CEO),447,,330
CO,Alamosa High School,080207000027,Alamosa School District No. Re-11J,0802070,ALAMOSA,81101,ALAMOSA,81101,Yes under Community Eligibility Option (CEO),570,,387
CO,Alamosa Online,080207006792,Alamosa School District No. Re-11J,0802070,ALAMOSA,81101,ALAMOSA,81011,No,18,,
CT,Albert D. Griswold Middle School,090384000782,Rocky Hill School District,0903840,Rocky Hill,06067,Rocky Hill,06067,Yes participating without using any Provision or the CEO,614,,144
CT,Alcott School,090528001105,Wolcott School District,0905280,Wolcott,06716,Wolcott,06716,Yes participating without using any Provision or the CEO,328,,98
FL,ALDEN ROAD EXCEP. STUDENT CENTER,120048000769,DUVAL,1200480,JACKSONVILLE,32246,JACKSONVILLE,32246,Yes under Community Eligibility Option (CEO),175,68,68
FL,ALEE ACADEMY CHARTER SCHOOL,120105003597,LAKE,1201050,EUSTIS,32736,EUSTIS,32736,Yes under Community Eligibility Option (CEO),177,99,100
FL,ALEXANDER ELEMENTARY SCHOOL,120087000911,HILLSBOROUGH,1200870,TAMPA,33614,TAMPA,33614,Yes under Community Eligibility Option (CEO),499,345,371
FL,ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS,120150002783,PALM BEACH,1201500,WEST PALM BEACH,33401,WEST PALM BEACH,33401,Yes under Community Eligibility Option (CEO),1368,224,275
FL,ALFRED I. DUPONT MIDDLE SCHOOL,120048000663,DUVAL,1200480,JACKSONVILLE,32217,JACKSONVILLE,32217,Yes under Community Eligibility Option (CEO),611,353,353
CT,Alfred W. Hanmer School,090507001059,Wethersfield School District,0905070,Wethersfield,06109,Wethersfield,06109,Yes participating without using any Provision or the CEO,308,,107
FL,ALICE B. LANDRUM MIDDLE SCHOOL,120174002897,ST. JOHNS,1201740,PONTE VEDRA BEACH,32082,PONTE VEDRA BEACH,32082,No,1135,26,41
CO,Alice Terry Elementary School,080654001132,Sheridan School District No. 2,0806540,ENGLEWOOD,80110,ENGLEWOOD,80110,Yes under Community Eligibility Option (CEO),182,,154
CO,Alicia Sanchez International School,080249001403,Boulder Valley School District No. Re2,0802490,LAFAYETTE,80026,LAFAYETTE,80026,Yes under Community Eligibility Option (CEO),320,,241
FL,ALIMACANI ELEMENTARY SCHOOL,120048002742,DUVAL,1200480,JACKSONVILLE,32224,JACKSONVILLE,32224,Yes under Community Eligibility Option (CEO),792,218,218
FL,ALLAMANDA ELEMENTARY SCHOOL,120150001479,PALM BEACH,1201500,PALM BEACH GARDENS,33410,PALM BEACH GARDENS,33410,Yes under Community Eligibility Option (CEO),644,264,280
FL,ALLAPATTAH FLATS K-8,120177006839,ST. LUCIE,1201770,PORT ST LUCIE,34987,PORT ST LUCIE,34987,Yes participating without using any Provision or the CEO,1312,372,759
FL,ALLEN D NEASE SENIOR HIGH SCHOOL,120174002262,ST. JOHNS,1201740,PONTE VEDRA,32081,PONTE VEDRA,32081,No,2163,47,84
DE,Allen Frear Elementary School,100018000038,Caesar Rodney School District,1000180,Camden,19934,Camden,19934,Yes participating without using any Provision or the CEO,633,134,
FL,ALLEN PARK ELEMENTARY SCHOOL,120108001122,LEE,1201080,FORT MYERS,33901,FORT MYERS,33901,Yes under Community Eligibility Option (CEO),890,579,579
CT,Allgrove School,090117000180,East Granby School District,0901170,East Granby,06026,East Granby,06026,No,195,,
CO,ALLIES,080387006725,El Paso County Colorado School District 49,0803870,COLORADO SPRINGS,80922,COLORADO SPRINGS,80922,Yes participating without using any Provision or the CEO,121,,32
CT,Alma E. Pagels School,090495001027,West Haven School District,0904950,West Haven,06516,West Haven,06516,Yes under Community Eligibility Option (CEO),363,,190
FL,ALOMA ELEMENTARY,120144001446,ORANGE,1201440,WINTER PARK,32792,WINTER PARK,32792,Yes under Community Eligibility Option (CEO),493,270,290
FL,ALOMA HIGH CHARTER,120144007455,ORANGE,1201440,WINTER PARK,32792,WINTER PARK,32792,No,425,4,5
FL,ALONSO HIGH SCHOOL,120087003711,HILLSBOROUGH,1200870,TAMPA,33635,TAMPA,33635,Yes under Community Eligibility Option (CEO),2930,1132,1227
FL,ALONZO & TRACY MOURNING SENIOR HIGH SCHOOL,120039007635,MIAMI-DADE,1200390,MIAMI,33160,MIAMI,33160,Yes under Community Eligibility Option (CEO),1536,590,637
FL,ALPHA CHARTER OF EXCELLENCE,120039008147,MIAMI-DADE,1200390,MIAMI,33135,MIAMI,33135,Yes under Community Eligibility Option (CEO),270,3,3
FL,ALPHABET LAND-MARGATE,120018003318,BROWARD,1200180,MARGATE,33063,MARGATE,33063,No,11,3,3
CO,Alpine Elementary School,080537001832,St. Vrain Valley School District No. Re1J,0805370,LONGMONT,80501,LONGMONT,80504,Yes participating without using any Provision or the CEO,397,,188
CO,Alsup Elementary School,080195000011,School District N. 14 in the county of Adams & State of Colo,0801950,COMMERCE CITY,80022,COMMERCE CITY,80022,Yes under Community Eligibility Option (CEO),449,,387
CO,Alta Vista Charter School,080522000860,Lamar School District No. Re-2,0805220,LAMAR,81052,LAMAR,81052,Yes under Community Eligibility Option (CEO),135,,60
FL,ALTA VISTA ELEMENTARY SCHOOL,120168001835,SARASOTA,1201680,SARASOTA,34237,SARASOTA,34237,Yes participating without using any Provision or the CEO,473,291,399
FL,ALTA VISTA ELEMENTARY SCHOOL,120159001722,POLK,1201590,HAINES CITY,33844,HAINES CITY,33844,Yes under Community Eligibility Option (CEO),760,568,568
FL,ALTAMONTE ELEMENTARY SCHOOL,120171001896,SEMINOLE,1201710,ALTAMONTE SPRINGS,32701,ALTAMONTE SPRINGS,32701,Yes participating without using any Provision or the CEO,623,393,519
FL,ALTERNATIVE HIGH SCHOOL PROGRAM,120195003810,WAKULLA,1201950,CRAWFORDVILLE,32327,CRAWFORDVILLE,32326,No,0,,
FL,ALTERNATIVE OUTREACH PROGRAM,120039002132,MIAMI-DADE,1200390,MIAMI,33147,MIAMI,33147,No,0,,
FL,ALTERNATIVE PROGRAM CENTRAL,120150003648,PALM BEACH,1201500,WEST PALM BEACH,33407,WEST PALM BEACH,33407,No,12,6,6
FL,ALTHA PUBLIC SCHOOL,120021000293,CALHOUN,1200210,ALTHA,32421,ALTHA,32421,Yes under Community Eligibility Option (CEO),640,354,354
CO,Altitude Elementary School,080291006750,Cherry Creek School District No. 5 in the county of Arapah,0802910,AURORA,80016,AURORA,80016,Yes participating without using any Provision or the CEO,802,,97
CO,Altona Middle School,080537001886,St. Vrain Valley School District No. Re1J,0805370,LONGMONT,80503,LONGMONT,80503,Yes participating without using any Provision or the CEO,741,,148
FL,ALTOONA SCHOOL,120105003984,LAKE,1201050,ALTOONA,32702,ALTOONA,32702,Yes under Community Eligibility Option (CEO),262,188,190
CO,Altura Elementary School,080234000052,Aurora Joint District No. 28 of the counties of Adams and A,0802340,AURORA,80011,AURORA,80011,Yes under Community Eligibility Option (CEO),537,,494
FL,ALTURAS ELEMENTARY SCHOOL,120159001760,POLK,1201590,ALTURAS,33820,ALTURAS,33820,Yes under Community Eligibility Option (CEO),296,232,232
FL,AMANECER ELEMENTARY SCHOOL,120108010674,LEE,1201080,LEHIGH ACRES,33936,LEHIGH ACRES,33936,Yes under Community Eligibility Option (CEO),991,682,682
FL,AMELIA EARHART ELEMENTARY SCHOOL,120039000409,MIAMI-DADE,1200390,HIALEAH,33013,HIALEAH,33013,Yes under Community Eligibility Option (CEO),456,298,314
CO,American Academy,080345001896,Douglas County School District No. Re 1,0803450,CASTLE PINES,80108,CASTLE PINES,80108,Yes participating without using any Provision or the CEO,2579,,166
CO,American Legacy Academy,080735006871,Weld County Reorganized School District No. Re-4,0807350,WINDSOR,80550,WINDSOR,80550,No,382,,
FL,AMERICAN SENIOR HIGH SCHOOL,120039000589,MIAMI-DADE,1200390,HIALEAH,33015,HIALEAH,33015,Yes under Community Eligibility Option (CEO),1627,899,946
FL,AMI KIDS TAMPA,120087003396,HILLSBOROUGH,1200870,TAMPA,33605,TAMPA,33605,Yes participating without using any Provision or the CEO,30,3,3
DC,Amidon-Bowen ES,110003000121,District of Columbia Public Schools,1100030,Washington,20024,Washington,20024,Yes under Community Eligibility Option (CEO),365,212,
FL,AMIKIDS,120003003282,ALACHUA,1200030,GAINESVILLE,32608,GAINESVILLE,32608,Yes under Community Eligibility Option (CEO),26,22,23
FL,AMIKIDS CLAY COUNTY,120030008486,CLAY,1200300,GREEN COVE SPRINGS,32043,GREEN COVE SPRINGS,32043,Yes under Community Eligibility Option (CEO),43,32,32
FL,AMIKIDS JACKSONVILLE,120048000425,DUVAL,1200480,JACKSONVILLE,32246,JACKSONVILLE,32246,Yes participating without using any Provision or the CEO,23,16,17
FL,AMIKIDS MANATEE,120123008548,MANATEE,1201230,BRADENTON,34203,BRADENTON,34203,Yes participating without using any Provision or the CEO,40,22,37
FL,AMIKIDS MARITIME ACADEMY,120009008901,BAY,1200090,PANAMA CITY,32401,PANAMA CITY,32401,No,88,19,19
FL,AMIKIDS MIAMI-DADE NORTH,120039003564,MIAMI-DADE,1200390,MIAMI,33160,MIAMI,33160,Yes participating without using any Provision or the CEO,14,4,4
